# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	99953	101374	-							THEYE_A0096	1422		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	99953	101374	-	ACI21513.1			mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase			THEYE_A0096	1422	473	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	101384	102034	-					ribE		THEYE_A0097	651		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	101384	102034	-	ACI20215.1			riboflavin synthase, alpha subunit	ribE		THEYE_A0097	651	216	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	102034	102639	-					lepB		THEYE_A0098	606		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	102034	102639	-	ACI21080.1			signal peptidase I	lepB		THEYE_A0098	606	201	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	102650	104431	-					lepA		THEYE_A0099	1782		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	102650	104431	-	ACI21979.1			GTP-binding protein LepA	lepA		THEYE_A0099	1782	593	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	104438	105391	-							THEYE_A0100	954		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	104438	105391	-	ACI20734.1			transcriptional regulator			THEYE_A0100	954	317	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	105525	106262	+					fabG		THEYE_A0101	738		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	105525	106262	+	ACI21607.1			3-oxoacyl-(acyl-carrier-protein) reductase	fabG		THEYE_A0101	738	245	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	106286	106522	+					acpP		THEYE_A0102	237		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	106286	106522	+	ACI20501.1			acyl carrier protein	acpP		THEYE_A0102	237	78	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	106529	107776	+							THEYE_A0103	1248		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	106529	107776	+	ACI20203.1			beta-ketoacyl-acyl carrier protein synthase II			THEYE_A0103	1248	415	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	107773	107934	-							THEYE_A0104	162		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	107773	107934	-	ACI21442.1			hypothetical protein			THEYE_A0104	162	53	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	108194	108559	+							THEYE_A0105	366		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	108194	108559	+	ACI20750.1			hypothetical protein			THEYE_A0105	366	121	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	108592	109008	+							THEYE_A0106	417		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	108592	109008	+	ACI20562.1			hypothetical protein			THEYE_A0106	417	138	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	109018	109587	+							THEYE_A0107	570		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	109018	109587	+	ACI21234.1			hypothetical protein			THEYE_A0107	570	189	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	109694	109936	-							THEYE_A0108	243		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	109694	109936	-	ACI20336.1			conserved domain protein			THEYE_A0108	243	80	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	109988	111718	-							THEYE_A0109	1731		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	109988	111718	-	ACI21450.1			tungsten-containing aldehyde ferredoxin oxidoreductase			THEYE_A0109	1731	576	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	111759	113033	-							THEYE_A0110	1275		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	111759	113033	-	ACI20549.1			radical SAM domain protein, putative			THEYE_A0110	1275	424	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	113030	114289	-					ahcY		THEYE_A0111	1260		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	113030	114289	-	ACI20794.1			adenosylhomocysteinase	ahcY		THEYE_A0111	1260	419	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	114283	115443	-					metK		THEYE_A0112	1161		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	114283	115443	-	ACI22115.1			S-adenosylmethionine synthetase	metK		THEYE_A0112	1161	386	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	115479	116501	-					asd		THEYE_A0113	1023		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	115479	116501	-	ACI20986.1			aspartate-semialdehyde dehydrogenase	asd		THEYE_A0113	1023	340	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	116504	117622	-							THEYE_A0114	1119		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	116504	117622	-	ACI21360.1			3-isopropylmalate dehydrogenase			THEYE_A0114	1119	372	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	117619	118125	-					leuD		THEYE_A0115	507		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	117619	118125	-	ACI20179.1			3-isopropylmalate dehydratase, small subunit	leuD		THEYE_A0115	507	168	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	118358	118936	+							THEYE_A0116	579		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	118358	118936	+	ACI20170.1			transcriptional regulator, TetR family			THEYE_A0116	579	192	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	118933	120249	+							THEYE_A0117	1317		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	118933	120249	+	ACI21274.1			outer membrane efflux protein			THEYE_A0117	1317	438	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	120246	121340	+							THEYE_A0118	1095		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	120246	121340	+	ACI20293.1			multidrug resistance protein A			THEYE_A0118	1095	364	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	121337	122596	+							THEYE_A0119	1260		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	121337	122596	+	ACI20969.1			outer membrane efflux protein			THEYE_A0119	1260	419	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	122593	123753	+							THEYE_A0120	1161		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	122593	123753	+	ACI22103.1			efflux transporter, RND family, MFP subunit			THEYE_A0120	1161	386	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	123756	124439	+							THEYE_A0121	684		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	123756	124439	+	ACI21898.1			ABC transporter ATP-binding protein			THEYE_A0121	684	227	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	124436	125665	+							THEYE_A0122	1230		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	124436	125665	+	ACI20665.1			ABC transporter permease protein			THEYE_A0122	1230	409	
gene	tRNA	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	125685	125776	+							THEYE_A0123	92		
tRNA		GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	125685	125776	+				tRNA-Ser			THEYE_A0123	92		
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	125844	127211	-							THEYE_A0124	1368		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	125844	127211	-	ACI21996.1			acetoacetate metabolism regulatory protein AtoC			THEYE_A0124	1368	455	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	127208	129142	-							THEYE_A0125	1935		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	127208	129142	-	ACI20851.1			sensor histidine kinase			THEYE_A0125	1935	644	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	129275	131161	+							THEYE_A0126	1887		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	129275	131161	+	ACI20373.1			sensor histidine kinase/response regulator			THEYE_A0126	1887	628	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	131556	133913	-							THEYE_A0127	2358		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	131556	133913	-	ACI21806.1			MutS2 family protein			THEYE_A0127	2358	785	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	133910	134245	-							THEYE_A0128	336		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	133910	134245	-	ACI21315.1			general stress protein			THEYE_A0128	336	111	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	134360	134653	+							THEYE_A0129	294		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	134360	134653	+	ACI20426.1			methyltransferase			THEYE_A0129	294	97	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	134654	135661	-							THEYE_A0130	1008		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	134654	135661	-	ACI21503.1			Ca2+/Na+ antiporter			THEYE_A0130	1008	335	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	135727	137952	+							THEYE_A0131	2226		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	135727	137952	+	ACI20593.1			ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent			THEYE_A0131	2226	741	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	137967	138356	+					groS1		THEYE_A0132	390		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	137967	138356	+	ACI20581.1			chaperonin GroS	groS1		THEYE_A0132	390	129	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	138340	139008	+							THEYE_A0133	669		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	138340	139008	+	ACI20724.1			conserved hypothetical protein			THEYE_A0133	669	222	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	139008	140036	+							THEYE_A0134	1029		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	139008	140036	+	ACI21963.1			radical SAM enzyme, Cfr family			THEYE_A0134	1029	342	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	140037	140801	-							THEYE_A0135	765		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	140037	140801	-	ACI20938.1			lipoprotein, putative			THEYE_A0135	765	254	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	140801	141202	-							THEYE_A0136	402		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	140801	141202	-	ACI21175.1			conserved hypothetical protein			THEYE_A0136	402	133	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	141202	142362	-							THEYE_A0137	1161		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	141202	142362	-	ACI21861.1			aminotransferase			THEYE_A0137	1161	386	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	142438	143088	-							THEYE_A0138	651		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	142438	143088	-	ACI20429.1			TonB domain protein, putative			THEYE_A0138	651	216	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	143265	144305	-							THEYE_A0139	1041		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	143265	144305	-	ACI20802.1			ATPase			THEYE_A0139	1041	346	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	144375	145190	+					mtgA		THEYE_A0140	816		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	144375	145190	+	ACI21050.1			monofunctional biosynthetic peptidoglycan transglycosylase	mtgA		THEYE_A0140	816	271	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	145150	147177	-					malQ		THEYE_A0141	2028		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	145150	147177	-	ACI21939.1			4-alpha-glucanotransferase	malQ		THEYE_A0141	2028	675	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	147167	148459	-							THEYE_A0142	1293		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	147167	148459	-	ACI21053.1			ABC transporter ATP-binding protein			THEYE_A0142	1293	430	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	148462	150174	-							THEYE_A0143	1713		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	148462	150174	-	ACI22161.1			ABC transporter permease protein			THEYE_A0143	1713	570	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	150363	151406	+							THEYE_A0144	1044		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	150363	151406	+	ACI20339.1			lipoprotein, putative			THEYE_A0144	1044	347	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	151403	153955	+							THEYE_A0145	2553		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	151403	153955	+	ACI21505.1			conserved hypothetical protein			THEYE_A0145	2553	850	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	153941	154318	-							THEYE_A0146	378		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	153941	154318	-	ACI21489.1			sensory box histidine kinase/response regulator			THEYE_A0146	378	125	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	154397	155680	+					hemL		THEYE_A0147	1284		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	154397	155680	+	ACI20727.1			glutamate-1-semialdehyde-2,1-aminomutase	hemL		THEYE_A0147	1284	427	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	155677	156201	+							THEYE_A0148	525		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	155677	156201	+	ACI21231.1			conserved hypothetical protein			THEYE_A0148	525	174	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	156194	156454	+							THEYE_A0149	261		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	156194	156454	+	ACI20385.1			conserved hypothetical protein			THEYE_A0149	261	86	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	156423	156788	+							THEYE_A0150	366		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	156423	156788	+	ACI22022.1			hypothetical protein			THEYE_A0150	366	121	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	156785	156943	+							THEYE_A0151	159		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	156785	156943	+	ACI21163.1			hypothetical protein			THEYE_A0151	159	52	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	156930	158252	+					pgi		THEYE_A0152	1323		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	156930	158252	+	ACI21789.1			glucose-6-phosphate isomerase	pgi		THEYE_A0152	1323	440	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	158249	158800	-							THEYE_A0153	552		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	158249	158800	-	ACI21182.1			thermonuclease			THEYE_A0153	552	183	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	158815	159336	+					aroK		THEYE_A0154	522		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	158815	159336	+	ACI21496.1			shikimate kinase	aroK		THEYE_A0154	522	173	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	159323	160402	+					aroB		THEYE_A0155	1080		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	159323	160402	+	ACI20583.1			3-dehydroquinate synthase	aroB		THEYE_A0155	1080	359	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	160395	161084	+							THEYE_A0156	690		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	160395	161084	+	ACI22037.1			DNA-binding response regulator			THEYE_A0156	690	229	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	161090	162268	+							THEYE_A0157	1179		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	161090	162268	+	ACI20472.1			alkaline phosphatase synthesis sensor protein PhoR			THEYE_A0157	1179	392	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	162291	162794	+							THEYE_A0158	504		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	162291	162794	+	ACI21312.1			Fe2+/Zn2+ uptake regulation protein			THEYE_A0158	504	167	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	162837	163253	+							THEYE_A0159	417		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	162837	163253	+	ACI20332.1			bacterioferritin			THEYE_A0159	417	138	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	163256	164470	+							THEYE_A0160	1215		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	163256	164470	+	ACI21565.1			rubredoxin-oxygen oxidoreductase			THEYE_A0160	1215	404	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	164485	164979	+							THEYE_A0161	495		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	164485	164979	+	ACI20664.1			rubrerythrin			THEYE_A0161	495	164	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	165023	165595	+							THEYE_A0162	573		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	165023	165595	+	ACI21753.1			NADPH-dependent fmn reductase			THEYE_A0162	573	190	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	165588	166496	+							THEYE_A0163	909		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	165588	166496	+	ACI21564.1			coenzyme PQQ synthesis protein, putative			THEYE_A0163	909	302	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	166493	167266	+							THEYE_A0164	774		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	166493	167266	+	ACI22001.1			ABC transporter, ATP-binding protein			THEYE_A0164	774	257	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	167257	168507	+							THEYE_A0165	1251		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	167257	168507	+	ACI21101.1			SufB/sufD domain protein			THEYE_A0165	1251	416	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	168569	170026	-							THEYE_A0166	1458		
