# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	86157	86765	+	WP_148678840.1	WP_148678840.1		ASCH domain-containing protein		1445658	APE_RS00385	609	202	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	87535	88800	-						1445659	APE_RS00390	1266		old_locus_tag=APE0117,APE_0117.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	87535	88800	-	WP_010865502.1	WP_010865502.1		hypothetical protein		1445659	APE_RS00390	1266	421	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	88989	89957	+					radA	1445660	APE_RS00395	969		old_locus_tag=APE0119,APE_0119
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	88989	89957	+	WP_148678841.1	WP_148678841.1		DNA repair and recombination protein RadA	radA	1445660	APE_RS00395	969	322	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	89990	90673	+						1445661	APE_RS00400	684		old_locus_tag=APE0121,APE_0121
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	89990	90673	+	WP_148678842.1	WP_148678842.1		hypothetical protein		1445661	APE_RS00400	684	227	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	90706	91260	+						1445662	APE_RS00405	555		old_locus_tag=APE0122,APE_0122.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	90706	91260	+	WP_148678843.1	WP_148678843.1		HIT domain-containing protein		1445662	APE_RS00405	555	184	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	91264	92262	+						1445663	APE_RS00410	999		old_locus_tag=APE0124,APE_0124
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	91264	92262	+	WP_010865506.1	WP_010865506.1		DHH family phosphoesterase		1445663	APE_RS00410	999	332	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	92399	93850	+						1445664	APE_RS00415	1452		old_locus_tag=APE0125,APE_0125.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	92399	93850	+	WP_010865507.1	WP_010865507.1		DUF4129 domain-containing protein		1445664	APE_RS00415	1452	483	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	93840	94856	+						1445665	APE_RS00420	1017		old_locus_tag=APE0126,APE_0126.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	93840	94856	+	WP_148678844.1	WP_148678844.1		hypothetical protein		1445665	APE_RS00420	1017	338	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	94984	95808	+						1445666	APE_RS00425	825		old_locus_tag=APE0127,APE_0127
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	94984	95808	+	WP_148679234.1	WP_148679234.1		AAA domain-containing protein		1445666	APE_RS00425	825	274	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	95780	96889	+						1445667	APE_RS00430	1110		old_locus_tag=APE0129,APE_0129.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	95780	96889	+	WP_158298212.1	WP_158298212.1		DUF58 domain-containing protein		1445667	APE_RS00430	1110	369	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	96896	97999	+						1445668	APE_RS00435	1104		old_locus_tag=APE0130,APE_0130.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	96896	97999	+	WP_010865511.1	WP_010865511.1		hypothetical protein		1445668	APE_RS00435	1104	367	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	98101	98646	-						1445669	APE_RS00440	546		old_locus_tag=APE0131,APE_0131.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	98101	98646	-	WP_010865512.1	WP_010865512.1		hypothetical protein		1445669	APE_RS00440	546	181	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	98849	99163	+						1445670	APE_RS00445	315		old_locus_tag=APE0132,APE_0132.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	98849	99163	+	WP_010865513.1	WP_010865513.1		DUF424 domain-containing protein		1445670	APE_RS00445	315	104	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	99284	100084	+						1445671	APE_RS00450	801		old_locus_tag=APE0134,APE_0134.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	99284	100084	+	WP_010865514.1	WP_010865514.1		electron transfer flavoprotein subunit beta/FixA family protein		1445671	APE_RS00450	801	266	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	100104	101030	+						1445672	APE_RS00455	927		old_locus_tag=APE0135,APE_0135
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	100104	101030	+	WP_010865515.1	WP_010865515.1		electron transfer flavoprotein subunit alpha/FixB family protein		1445672	APE_RS00455	927	308	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	101126	102256	+						1445673	APE_RS00460	1131		old_locus_tag=APE0136,APE_0136.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	101126	102256	+	WP_010865516.1	WP_010865516.1		DUF1646 family protein		1445673	APE_RS00460	1131	376	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	102380	103879	+						1445674	APE_RS00465	1500		old_locus_tag=APE0137,APE_0137
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	102380	103879	+	WP_010865517.1	WP_010865517.1		gamma-glutamyltransferase family protein		1445674	APE_RS00465	1500	499	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	103961	104827	+						1445675	APE_RS00470	867		old_locus_tag=APE0140,APE_0140.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	103961	104827	+	WP_010865518.1	WP_010865518.1		universal stress protein		1445675	APE_RS00470	867	288	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	104903	106090	+						1445676	APE_RS00475	1188		old_locus_tag=APE0141,APE_0141.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	104903	106090	+	WP_158298213.1	WP_158298213.1		class I SAM-dependent rRNA methyltransferase		1445676	APE_RS00475	1188	395	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	106321	106863	+						1445677	APE_RS00480	543		old_locus_tag=APE0142,APE_0142
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	106321	106863	+	WP_010865520.1	WP_010865520.1		metal-dependent transcriptional regulator		1445677	APE_RS00480	543	180	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	107051	107722	-						1445678	APE_RS00485	672		old_locus_tag=APE0143,APE_0143.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	107051	107722	-	WP_010865521.1	WP_010865521.1		Snf7 family protein		1445678	APE_RS00485	672	223	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	107854	108594	+						1445679	APE_RS00490	741		old_locus_tag=APE0145,APE_0145
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	107854	108594	+	WP_010865522.1	WP_010865522.1		hypothetical protein		1445679	APE_RS00490	741	246	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	108844	109656	-						1445680	APE_RS00495	813		old_locus_tag=APE0146,APE_0146.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	108844	109656	-	WP_148679235.1	WP_148679235.1		pyrroline-5-carboxylate reductase		1445680	APE_RS00495	813	270	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	109785	110336	+						1445681	APE_RS00500	552		old_locus_tag=APE0147,APE_0147.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	109785	110336	+	WP_010865524.1	WP_010865524.1		archaemetzincin family Zn-dependent metalloprotease		1445681	APE_RS00500	552	183	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	110340	110774	-						1445682	APE_RS00505	435		old_locus_tag=APE0148,APE_0148.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	110340	110774	-	WP_010865525.1	WP_010865525.1		archease		1445682	APE_RS00505	435	144	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	110845	111534	+						1445683	APE_RS00510	690		old_locus_tag=APE0150,APE_0150.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	110845	111534	+	WP_010865526.1	WP_010865526.1		endonuclease III		1445683	APE_RS00510	690	229	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	111498	112055	+						1445684	APE_RS00515	558		old_locus_tag=APE0151,APE_0151.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	111498	112055	+	WP_010865527.1	WP_010865527.1		hypothetical protein		1445684	APE_RS00515	558	185	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	112111	113343	+						1445685	APE_RS00520	1233		old_locus_tag=APE0152,APE_0152.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	112111	113343	+	WP_010865528.1	WP_010865528.1		AAA family ATPase		1445685	APE_RS00520	1233	410	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	113367	113633	+						1445540	APE_RS00525	267		old_locus_tag=APE_0152a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	113367	113633	+	WP_010865529.1	WP_010865529.1		helix-turn-helix transcriptional regulator		1445540	APE_RS00525	267	88	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	113611	114357	-						1445686	APE_RS00530	747		old_locus_tag=APE0153,APE_0153.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	113611	114357	-	WP_010865530.1	WP_010865530.1		TrmB family transcriptional regulator		1445686	APE_RS00530	747	248	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	114493	115851	-						1445687	APE_RS00535	1359		old_locus_tag=APE0154,APE_0154
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	114493	115851	-	WP_010865531.1	WP_010865531.1		hypothetical protein		1445687	APE_RS00535	1359	452	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	115928	116458	-						1445688	APE_RS00540	531		old_locus_tag=APE0155,APE_0155.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	115928	116458	-	WP_010865532.1	WP_010865532.1		hypothetical protein		1445688	APE_RS00540	531	176	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	116472	117632	-						1445689	APE_RS00545	1161		old_locus_tag=APE0156,APE_0156.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	116472	117632	-	WP_010865533.1	WP_010865533.1		hypothetical protein		1445689	APE_RS00545	1161	386	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	117705	118445	-						1445690	APE_RS00550	741		old_locus_tag=APE0157,APE_0157
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	117705	118445	-	WP_010865534.1	WP_010865534.1		5-formyltetrahydrofolate cyclo-ligase		1445690	APE_RS00550	741	246	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	118438	119148	-						1445691	APE_RS00555	711		old_locus_tag=APE0158,APE_0158.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	118438	119148	-	WP_010865535.1	WP_010865535.1		methylenetetrahydrofolate reductase		1445691	APE_RS00555	711	236	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	119248	120117	-					ubiA	1445692	APE_RS00560	870		old_locus_tag=APE0159,APE_0159
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	119248	120117	-	WP_148678849.1	WP_148678849.1		UbiA family prenyltransferase	ubiA	1445692	APE_RS00560	870	289	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	120221	121858	+					lysS	1445693	APE_RS00565	1638		old_locus_tag=APE0161,APE_0161.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	120221	121858	+	WP_010865537.1	WP_010865537.1		lysine--tRNA ligase	lysS	1445693	APE_RS00565	1638	545	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	121827	122618	-						1445694	APE_RS00570	792		old_locus_tag=APE0162,APE_0162
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	121827	122618	-	WP_010865538.1	WP_010865538.1		DNA polymerase sliding clamp		1445694	APE_RS00570	792	263	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	122824	124230	-						1445695	APE_RS00575	1407		old_locus_tag=APE0163,APE_0163.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	122824	124230	-	WP_148678850.1	WP_148678850.1		aldehyde dehydrogenase family protein		1445695	APE_RS00575	1407	468	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	124412	124954	-						1445696	APE_RS00580	543		old_locus_tag=APE0166,APE_0166.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	124412	124954	-	WP_010865540.1	WP_010865540.1		cob(I)yrinic acid a,c-diamide adenosyltransferase		1445696	APE_RS00580	543	180	
gene	tRNA	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	125063	125186	-						1445697	APE_RS00585	124		old_locus_tag=APE_tRNA01,APEtRNA01
tRNA		GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	125063	125186	-				tRNA-Thr		1445697	APE_RS00585	75		anticodon=CGT
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	125249	125635	+						1445698	APE_RS00590	387		old_locus_tag=APE0167,APE_0167
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	125249	125635	+	WP_010865541.1	WP_010865541.1		hypothetical protein		1445698	APE_RS00590	387	128	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	125632	126003	-						1445699	APE_RS00595	372		old_locus_tag=APE0168,APE_0168.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	125632	126003	-	WP_131160578.1	WP_131160578.1		helix-turn-helix transcriptional regulator		1445699	APE_RS00595	372	123	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	126080	127291	-						1445700	APE_RS00600	1212		old_locus_tag=APE0169,APE_0169.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	126080	127291	-	WP_010865543.1	WP_010865543.1		PLP-dependent aminotransferase family protein		1445700	APE_RS00600	1212	403	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	127388	128419	-						1445701	APE_RS00605	1032		old_locus_tag=APE0171,APE_0171.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	127388	128419	-	WP_010865544.1	WP_010865544.1		type II glyceraldehyde-3-phosphate dehydrogenase		1445701	APE_RS00605	1032	343	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	128432	129664	-					pgk	1445702	APE_RS00610	1233		old_locus_tag=APE0173,APE_0173.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	128432	129664	-	WP_148679236.1	WP_148679236.1		phosphoglycerate kinase	pgk	1445702	APE_RS00610	1233	410	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	129984	130643	+						1445703	APE_RS00615	660		old_locus_tag=APE0176,APE_0176.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	129984	130643	+	WP_010865546.1	WP_010865546.1		MBL fold metallo-hydrolase		1445703	APE_RS00615	660	219	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	130640	131800	-						1445704	APE_RS00620	1161		old_locus_tag=APE0177,APE_0177
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	130640	131800	-	WP_010865547.1	WP_010865547.1		molybdopterin molybdotransferase MoeA		1445704	APE_RS00620	1161	386	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	131790	132203	-					mobB	1445705	APE_RS00625	414		old_locus_tag=APE0178,APE_0178.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	131790	132203	-	WP_148679237.1	WP_148679237.1		molybdopterin-guanine dinucleotide biosynthesis protein B	mobB	1445705	APE_RS00625	414	137	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	132240	133085	-						1445706	APE_RS00630	846		old_locus_tag=APE0179,APE_0179
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	132240	133085	-	WP_010865549.1	WP_010865549.1		molybdenum cofactor guanylyltransferase		1445706	APE_RS00630	846	281	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	133178	133381	+						1445708	APE_RS00635	204		old_locus_tag=APE_0179a,APES003
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	133178	133381	+	WP_010865550.1	WP_010865550.1		50S ribosomal protein L38e		1445708	APE_RS00635	204	67	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	133391	134653	-						1445709	APE_RS00640	1263		old_locus_tag=APE0181,APE_0181
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	133391	134653	-	WP_010865551.1	WP_010865551.1		MBL fold metallo-hydrolase		1445709	APE_RS00640	1263	420	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	134836	135162	+						1445710	APE_RS00645	327		old_locus_tag=APE0182,APE_0182.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	134836	135162	+	WP_010865552.1	WP_010865552.1		DUF167 domain-containing protein		1445710	APE_RS00645	327	108	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	135205	136005	+						1445711	APE_RS00650	801		old_locus_tag=APE0183,APE_0183.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	135205	136005	+	WP_010865553.1	WP_010865553.1		sulfite exporter TauE/SafE family protein		1445711	APE_RS00650	801	266	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	135956	137212	-						1445712	APE_RS00655	1257		old_locus_tag=APE0184,APE_0184.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	135956	137212	-	WP_010865554.1	WP_010865554.1		MFS transporter		1445712	APE_RS00655	1257	418	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	137399	137965	+						1445714	APE_RS00660	567		old_locus_tag=APE0187,APE_0187
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	137399	137965	+	WP_010865555.1	WP_010865555.1		hypothetical protein		1445714	APE_RS00660	567	188	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	137985	140066	+						1445715	APE_RS00665	2082		old_locus_tag=APE0188,APE_0188.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	137985	140066	+	WP_148679238.1	WP_148679238.1		AAA domain-containing protein		1445715	APE_RS00665	2082	693	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	140110	142317	+						1445716	APE_RS00670	2208		old_locus_tag=APE0191,APE_0191.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	140110	142317	+	WP_010865557.1	WP_010865557.1		DEAD/DEAH box helicase		1445716	APE_RS00670	2208	735	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	142270	143373	-						1445541	APE_RS00675	1104		old_locus_tag=APE0193,APE_0193.1
